schoolnr pupilNR_new langPOST ses IQ_verb sex Minority denomina sch_ses sch_iqv sch_min
 27.00  391.00  31.00  -7.73  -1.87   1.00   0.00   1.00   1.511 -0.3451  0.000
 27.00  392.00  40.00  -7.73   0.13   0.00   0.00   1.00   1.511 -0.3451  0.000
 27.00  393.00  19.00  -7.73  -5.37   1.00   0.00   1.00   1.511 -0.3451  0.000
 27.00  394.00  40.00   7.27  -0.87   1.00   0.00   1.00   1.511 -0.3451  0.000
 28.00  395.00  46.00 -10.73   1.13   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  396.00  36.00  -2.73  -2.37   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  397.00  33.00  -2.73  -3.37   0.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  398.00  37.00  -2.73  -1.37   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  399.00  42.00  -6.73   0.13   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  400.00  27.00  -8.73  -4.37   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  401.00  37.00 -10.73  -2.37   0.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  404.00  34.00  -8.73  -1.87   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  405.00  21.00   9.27  -2.87   0.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  406.00  39.00   9.27   0.13   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  407.00  35.00  -0.73   0.63   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  409.00  36.00  -8.73  -1.37   0.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  410.00  41.00  -8.73   0.63   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  411.00  32.00   4.27  -0.87   1.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  412.00  44.00   5.27   0.63   0.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  413.00  52.00  -7.73   1.63   0.00   0.00   2.00  -3.977 -1.0168  0.000
 28.00  414.00  42.00   2.27   1.13   0.00   0.00   2.00  -3.977 -1.0168  0.000
 29.00  416.00  51.00  17.27   6.13   0.00   0.00   4.00  15.545  1.8150  0.000
 29.00  417.00  51.00  19.27   4.13   0.00   0.00   4.00  15.545  1.8150  0.000
 29.00  418.00  35.00  22.27   0.13   0.00   0.00   4.00  15.545  1.8150  0.000
 29.00  419.00  50.00  22.27  -0.37   0.00   0.00   4.00  15.545  1.8150  0.000
 29.00  420.00  51.00  17.27   0.13   0.00   0.00   4.00  15.545  1.8150  0.000
 29.00  421.00  52.00  12.27   3.63   0.00   0.00   4.00  15.545  1.8150  0.000
 29.00  422.00  44.00   7.27   2.13   1.00   0.00   4.00  15.545  1.8150  0.000
 29.00  423.00  39.00   7.27  -5.87   1.00   0.00   4.00  15.545  1.8150  0.000
 29.00  424.00  41.00   7.27   0.63   1.00   0.00   4.00  15.545  1.8150  0.000
 29.00  425.00  51.00  17.27   4.63   1.00   0.00   4.00  15.545  1.8150  0.000
 30.00  426.00  40.00  -8.73   0.13   1.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  427.00  36.00  -8.73  -0.87   0.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  428.00  43.00  -8.73  -0.37   1.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  429.00  50.00  10.27   1.63   1.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  430.00  42.00  -8.73   0.63   1.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  431.00  54.00   4.27   2.13   1.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  432.00  54.00  -3.73   1.63   1.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  433.00  52.00  13.27   1.13   0.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  434.00  50.00  -8.73   1.13   0.00   0.00   2.00  -1.527  0.8832  0.000
 30.00  435.00  55.00   4.27   1.63   1.00   0.00   2.00  -1.527  0.8832  0.000
 31.00  436.00  22.00 -14.73  -2.87   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  437.00  27.00  -0.73  -3.87   0.00   0.00   1.00   2.573  0.0422  0.000
 31.00  438.00  33.00 -10.73   1.13   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  439.00  31.00   6.27  -0.87   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  440.00  37.00 -10.73  -0.37   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  441.00  47.00  10.27   1.13   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  442.00  47.00  19.27   1.13   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  443.00  36.00  19.27   1.63   1.00   0.00   1.00   2.573  0.0422  0.000
 31.00  445.00  45.00   8.27   1.63   0.00   0.00   1.00   2.573  0.0422  0.000
 31.00  446.00  44.00  -0.73   1.63   0.00   0.00   1.00   2.573  0.0422  0.000
 32.00  447.00  39.00  -4.73  -1.87   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  448.00  35.00  -8.73   2.13   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  449.00  39.00  -8.73  -0.37   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  450.00  42.00  -1.73   2.13   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  451.00  30.00   2.27  -0.37   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  452.00  29.00  -7.73   0.13   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  453.00  35.00  -4.73  -0.37   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  454.00  26.00   6.27  -1.37   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  455.00  38.00  -8.73  -0.87   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  456.00  33.00  -8.73   0.13   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  457.00  47.00  19.27   2.13   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  458.00  36.00  -1.73   1.13   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  459.00  48.00   8.27   0.63   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  460.00  37.00  -6.73  -2.37   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  461.00  38.00   8.27   0.13   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  462.00  35.00   1.27   2.63   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  463.00  45.00  -4.73   0.63   1.00   0.00   2.00   0.130  0.5141  0.000
 32.00  464.00  45.00  -4.73   0.63   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  465.00  50.00   1.27   2.63   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  466.00  42.00   6.27   1.13   0.00   0.00   2.00   0.130  0.5141  0.000
 32.00  467.00  51.00  21.27   2.13   0.00   0.00   2.00   0.130  0.5141  0.000
 33.00  469.00  20.00 -12.73   0.13   0.00   0.00   2.00  -3.227 -0.4383  0.000
 33.00  470.00  43.00  -7.73  -1.87   1.00   0.00   2.00  -3.227 -0.4383  0.000
 33.00  471.00  31.00   9.27  -1.87   0.00   0.00   2.00  -3.227 -0.4383  0.000
 33.00  472.00  42.00  -2.73  -0.87   0.00   0.00   2.00  -3.227 -0.4383  0.000
 33.00  473.00  50.00  -4.73   1.13   0.00   0.00   2.00  -3.227 -0.4383  0.000
 33.00  474.00  41.00  -0.73   0.13   1.00   0.00   2.00  -3.227 -0.4383  0.000
 34.00  475.00  31.00 -12.73  -0.87   0.00   0.00   5.00  -4.602  0.3207  0.000
 34.00  476.00  32.00 -10.73  -3.87   0.00   0.00   5.00  -4.602  0.3207  0.000
 34.00  478.00  41.00 -14.73   0.13   1.00   0.00   5.00  -4.602  0.3207  0.000
 34.00  479.00  45.00  -1.73   1.63   1.00   0.00   5.00  -4.602  0.3207  0.000
 34.00  480.00  52.00   2.27   3.13   0.00   0.00   5.00  -4.602  0.3207  0.000
 34.00  482.00  49.00  13.27   2.63   1.00   0.00   5.00  -4.602  0.3207  0.000
 35.00  485.00  38.00  -7.73  -0.87   1.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  486.00  52.00  -7.73   1.13   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  487.00  34.00  -7.73  -1.37   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  488.00  34.00  -9.73  -4.87   1.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  489.00  54.00   2.27   1.13   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  490.00  47.00  17.27   1.13   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  491.00  25.00  -9.73  -0.87   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  492.00  27.00 -14.73  -3.87   0.00   1.00   1.00  -6.665 -1.6481  0.312
 35.00  493.00  35.00  -4.73  -3.87   1.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  494.00  28.00  -9.73   0.13   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  495.00  34.00 -17.73  -3.37   1.00   1.00   1.00  -6.665 -1.6481  0.312
 35.00  496.00  42.00  -2.73  -2.37   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  497.00  38.00  -2.73  -1.37   0.00   0.00   1.00  -6.665 -1.6481  0.312
 35.00  498.00  51.00   2.27   3.63   0.00   1.00   1.00  -6.665 -1.6481  0.312
 36.00  499.00  18.00  -1.73  -3.37   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  503.00  55.00   5.27   2.63   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  504.00  40.00  -7.73   0.13   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  505.00  49.00   2.27   0.13   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  506.00  37.00   7.27   1.13   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  507.00  31.00  -2.73  -2.37   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  508.00  31.00   2.27   0.13   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  509.00  28.00   2.27  -3.37   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  510.00  30.00  -7.73  -0.87   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  511.00  34.00  12.27  -2.37   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  512.00  42.00  12.27   0.63   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  513.00  29.00   2.27  -0.87   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  514.00  27.00  -7.73   0.13   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  515.00  32.00   5.27   1.13   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  516.00  22.00   2.27  -2.37   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  517.00  34.00   2.27   2.63   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  518.00  36.00  10.27   0.63   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  519.00  46.00   0.27   0.63   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  520.00  45.00   2.27   0.63   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  521.00  39.00   9.27   0.63   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  522.00  36.00  12.27  -0.87   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  523.00  33.00   2.27  -1.37   1.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  524.00  28.00  12.27  -0.87   0.00   0.00   3.00   2.157 -0.3668  0.000
 36.00  525.00  35.00  -7.73   0.13   1.00   0.00   3.00   2.157 -0.3668  0.000
 37.00  526.00  35.00  13.27  -1.87   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  527.00  20.00  -9.73  -3.37   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  528.00  39.00   6.27   1.13   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  529.00  26.00 -13.73  -0.87   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  530.00  35.00  -7.73   2.13   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  531.00  41.00  -4.73   0.63   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  532.00  36.00  -8.73  -1.87   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  533.00  34.00   6.27   0.63   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  534.00  38.00  -1.73  -2.87   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  535.00  44.00  -9.73   0.63   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  536.00  33.00   6.27  -0.87   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  537.00  43.00  19.27  -0.37   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  538.00  34.00  13.27  -0.37   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  539.00  45.00  13.27   0.13   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  540.00  37.00  13.27   1.63   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  541.00  34.00  -1.73   1.13   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  542.00  46.00  -1.73  -0.37   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  543.00  40.00  -1.73  -0.87   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  544.00  54.00  13.27   1.63   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  545.00  44.00  -9.73  -0.37   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  546.00  42.00  -9.73  -0.37   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  547.00  58.00  18.27   3.63   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  548.00  53.00   1.27   1.63   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  549.00  52.00  15.27   1.13   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  550.00  51.00  17.27   0.13   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  551.00  55.00   6.27   0.63   1.00   0.00   3.00   4.204  0.3573  0.000
 37.00  552.00  48.00   9.27   1.63   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  553.00  52.00  13.27   2.63   0.00   0.00   3.00   4.204  0.3573  0.000
 37.00  554.00  56.00  17.27   3.63   1.00   0.00   3.00   4.204  0.3573  0.000
 38.00  558.00  42.00  22.27  -0.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  559.00  42.00  12.27  -1.87   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  560.00  34.00  -7.73  -2.37   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  561.00  47.00  -7.73  -2.37   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  562.00  43.00  19.27  -1.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  563.00  45.00  19.27  -0.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  564.00  53.00  -7.73   0.13   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  565.00  53.00  12.27   0.13   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  566.00  42.00   2.27   0.13   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  567.00  40.00   2.27  -0.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  568.00  50.00  17.27   0.63   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  569.00  41.00  -4.73   0.63   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  570.00  35.00   2.27  -2.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  571.00  42.00  -7.73   1.13   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  572.00  52.00  -2.73   1.13   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  573.00  26.00  -7.73  -2.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  574.00  39.00  -4.73   0.13   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  575.00  33.00  -7.73  -3.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  576.00  50.00  -7.73   1.63   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  577.00  38.00  -7.73  -1.87   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  578.00  45.00  -4.73   1.63   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  579.00  43.00   5.27   2.63   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  580.00  41.00  -7.73   0.13   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  581.00  36.00  -2.73  -1.37   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  582.00  38.00   2.27   0.13   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  583.00  31.00  -7.73  -2.37   0.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  584.00  53.00   9.27   3.63   1.00   0.00   2.00   0.666 -0.3185  0.000
 38.00  585.00  35.00 -10.73   1.63   0.00   0.00   2.00   0.666 -0.3185  0.000
 39.00  586.00  31.00 -14.73  -5.37   1.00   1.00   1.00  -1.357  0.0776  0.074
 39.00  587.00  32.00  -8.73  -0.87   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  588.00  37.00 -10.73  -1.87   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  589.00  40.00  -7.73  -1.37   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  590.00  52.00   1.27   2.63   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  591.00  41.00 -12.73  -1.87   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  592.00  50.00   0.27   0.13   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  593.00  39.00  -8.73  -1.37   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  594.00  49.00   0.27  -1.87   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  595.00  48.00  -1.73  -0.87   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  596.00  49.00  -6.73  -0.37   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  597.00  46.00   0.27   1.63   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  598.00  47.00   9.27  -0.87   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  599.00  36.00 -13.73  -1.37   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  600.00  53.00   0.27   4.63   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  601.00  45.00  -4.73  -1.87   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  602.00  48.00   4.27  -0.87   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  603.00  55.00  -1.73   0.63   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  604.00  51.00  -4.73   2.63   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  605.00  57.00  15.27   1.63   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  606.00  38.00   4.27   0.13   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  607.00  43.00  13.27  -0.87   1.00   1.00   1.00  -1.357  0.0776  0.074
 39.00  608.00  52.00   1.27   3.13   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  609.00  54.00   7.27   1.13   1.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  610.00  40.00  -8.73  -1.37   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  611.00  48.00   9.27   4.13   0.00   0.00   1.00  -1.357  0.0776  0.074
 39.00  612.00  54.00   2.27   2.63   0.00   0.00   1.00  -1.357  0.0776  0.074
 40.00  614.00  41.00  17.27  -0.37   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  615.00  27.00  12.27  -2.87   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  616.00  30.00  22.27  -1.87   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  617.00  48.00  22.27   0.63   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  618.00  36.00  12.27   0.13   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  619.00  30.00  -7.73  -2.37   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  620.00  18.00   2.27  -0.37   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  621.00  34.00  -7.73   0.63   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  622.00  49.00  22.27   1.13   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  623.00  44.00  -7.73   0.63   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  624.00  50.00   2.27   3.63   0.00   0.00   3.00   5.311  0.2101  0.038
 40.00  625.00  51.00  -7.73   2.13   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  626.00  50.00  -7.73   1.63   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  627.00  50.00   2.27   2.13   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  628.00  44.00   2.27   0.13   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  629.00  48.00  12.27   1.13   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  630.00  26.00  -7.73  -2.37   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  631.00  50.00   2.27   1.63   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  632.00  52.00   2.27   3.13   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  633.00  46.00  22.27   0.63   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  634.00  50.00  12.27   1.63   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  635.00  36.00   2.27  -0.87   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  636.00  44.00  12.27  -0.87   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  637.00  35.00  -7.73  -0.37   1.00   0.00   3.00   5.311  0.2101  0.038
 40.00  638.00  20.00   2.27   0.63   1.00   0.00   3.00   5.311  0.2101  0.038
 41.00  652.00  38.00  -7.73  -0.37   0.00   1.00   2.00 -10.261  0.2665  0.267
 41.00  653.00  40.00  -7.73   1.13   0.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  654.00  31.00  -7.73   0.63   1.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  655.00  38.00   2.27  -1.37   1.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  656.00  29.00  -7.73  -0.87   0.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  657.00  52.00  -7.73   3.13   1.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  658.00  41.00  -7.73   3.13   0.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  659.00  48.00  -7.73   1.13   0.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  660.00  50.00  -7.73   3.63   1.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  661.00  37.00 -12.73  -0.37   0.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  662.00  30.00 -17.73  -0.87   0.00   1.00   2.00 -10.261  0.2665  0.267
 41.00  663.00  28.00 -12.73  -1.87   1.00   0.00   2.00 -10.261  0.2665  0.267
 41.00  664.00  30.00 -17.73  -2.37   0.00   1.00   2.00 -10.261  0.2665  0.267
 42.00  665.00  45.00   0.27  -0.37   0.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  666.00  25.00  10.27  -0.37   0.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  667.00  49.00  15.27   2.63   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  668.00  30.00  12.27   0.13   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  669.00  35.00  12.27   0.63   0.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  670.00  18.00   2.27  -2.37   0.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  671.00  39.00  -7.73  -0.87   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  672.00  20.00  -7.73  -1.87   0.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  673.00  47.00   2.27   2.63   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  674.00  34.00  10.27  -0.87   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  675.00  45.00  20.27   1.13   0.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  676.00  31.00  -7.73  -0.37   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  677.00  38.00  -2.73  -0.37   1.00   0.00   3.00   4.058 -0.0454  0.000
 42.00  678.00  38.00  -2.73  -0.37   1.00   0.00   3.00   4.058 -0.0454  0.000
 44.00  679.00  33.00 -16.73  -1.87   1.00   1.00   3.00  -8.977 -0.7418  0.188
 44.00  680.00  26.00 -12.73  -0.87   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  681.00  43.00  -2.73  -0.37   1.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  682.00  34.00  -9.73  -1.37   1.00   1.00   3.00  -8.977 -0.7418  0.188
 44.00  683.00  39.00  -9.73  -0.37   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  684.00  36.00 -17.73  -1.37   0.00   1.00   3.00  -8.977 -0.7418  0.188
 44.00  685.00  46.00 -10.73   0.63   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  686.00  38.00  -2.73  -0.87   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  687.00  25.00  -9.73  -0.87   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  688.00  23.00  -9.73  -2.37   1.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  689.00  38.00  -2.73   0.63   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  690.00  53.00  -2.73   0.63   1.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  691.00  31.00 -10.73  -1.87   0.00   0.00   3.00  -8.977 -0.7418  0.188
 44.00  692.00  45.00  -7.73  -1.37   0.00   0.00   3.00  -8.977 -0.7418  0.188
